1;arms_factory;2951.00;11.18;1362.00;6.16;0
1;arms_factory;2945.00;11.00;1364.00;1.09;0
1;arms_factory;2948.00;10.38;1357.00;5.21;0
1;arms_factory;2948.00;10.38;1357.00;1.59;0
1;arms_factory;2949.00;11.53;1370.00;3.15;0
1;arms_factory;2952.00;10.32;1371.00;0.99;0
1;industrial_complex;2945.00;11.88;1369.00;3.66;0
1;industrial_complex;2949.00;12.28;1361.00;0.04;0
1;industrial_complex;2951.00;11.55;1364.00;1.60;0
1;industrial_complex;2950.00;12.40;1364.00;5.72;0
1;industrial_complex;2950.00;12.40;1364.00;0.65;0
1;industrial_complex;2945.00;9.68;1358.00;4.77;0
1;air_base;2953.00;10.28;1370.00;0.04;0
1;naval_base;2941.00;9.50;1365.00;-1.19;5579
1;naval_base;2946.00;9.50;1352.00;-0.79;5579
1;naval_base;2952.00;9.50;1379.00;-3.00;5555
1;bunker;2951.00;11.18;1362.00;6.23;0
1;bunker;2945.00;9.60;1357.00;1.16;0
1;bunker;2945.00;11.23;1370.00;5.28;0
1;coastal_bunker;2942.00;9.78;1365.00;-1.19;0
1;coastal_bunker;2952.00;9.73;1356.00;-0.79;0
1;coastal_bunker;2955.00;9.60;1367.00;0.98;0
1;dockyard;2949.00;9.50;1350.00;-0.79;0
1;anti_air_building;2947.00;11.85;1370.00;3.83;0
1;anti_air_building;2952.00;10.80;1364.00;1.67;0
1;anti_air_building;2952.00;10.80;1364.00;4.33;0
1;synthetic_refinery;2950.00;12.40;1365.00;0.71;0
1;radar_station;2950.00;12.40;1365.00;3.73;0
1;rocket_site;2946.00;9.73;1358.00;0.11;0
1;nuclear_reactor;2949.00;10.05;1372.00;2.78;0
2;arms_factory;3006.00;10.80;1367.00;5.21;0
2;arms_factory;3004.00;10.88;1372.00;1.59;0
2;arms_factory;2995.00;11.03;1372.00;3.15;0
2;arms_factory;3002.00;9.70;1357.00;0.99;0
2;arms_factory;3005.00;10.82;1369.00;3.66;0
2;arms_factory;2992.00;9.90;1369.00;0.04;0
2;industrial_complex;2999.00;10.73;1373.00;1.60;0
2;industrial_complex;2994.00;11.40;1373.00;5.72;0
2;industrial_complex;3001.00;10.32;1371.00;0.65;0
2;industrial_complex;3009.00;12.53;1369.00;4.77;0
2;industrial_complex;2996.00;10.40;1369.00;0.04;0
2;industrial_complex;3009.00;11.95;1367.00;4.17;0
2;air_base;2992.00;11.55;1374.00;5.37;0
2;naval_base;2997.00;9.50;1357.00;-0.93;5656
2;naval_base;2989.00;9.50;1365.00;-0.90;5579
2;bunker;3005.00;10.65;1368.00;5.28;0
2;bunker;3016.00;12.45;1361.00;0.55;0
2;bunker;3005.00;10.18;1361.00;3.22;0
2;bunker;2997.00;10.32;1367.00;5.88;0
2;bunker;2995.00;11.35;1373.00;3.73;0
2;coastal_bunker;2988.00;9.50;1367.00;-0.90;0
2;coastal_bunker;3000.00;9.50;1354.00;-0.46;0
2;dockyard;2995.00;9.50;1360.00;-0.93;0
2;anti_air_building;3006.00;11.32;1370.00;3.73;0
2;anti_air_building;2995.00;10.48;1370.00;0.11;0
2;anti_air_building;2992.00;9.90;1369.00;2.78;0
2;synthetic_refinery;3004.00;10.25;1367.00;5.44;0
2;radar_station;2990.00;9.68;1367.00;2.17;0
2;rocket_site;3001.00;10.32;1371.00;4.84;0
2;nuclear_reactor;2999.00;10.28;1370.00;1.23;0
3;arms_factory;2925.00;14.63;1449.00;3.15;0
3;arms_factory;2934.00;14.18;1455.00;0.99;0
3;arms_factory;2926.00;16.25;1440.00;3.66;0
3;arms_factory;2927.00;14.07;1453.00;0.04;0
3;arms_factory;2930.00;15.32;1445.00;1.60;0
3;arms_factory;2926.00;14.48;1447.00;5.72;0
3;industrial_complex;2933.00;15.30;1445.00;0.65;0
3;industrial_complex;2927.00;15.10;1436.00;4.77;0
3;industrial_complex;2922.00;14.18;1451.00;0.04;0
3;industrial_complex;2928.00;15.05;1437.00;4.17;0
3;industrial_complex;2923.00;13.30;1445.00;5.37;0
3;industrial_complex;2931.00;12.98;1461.00;3.21;0
3;air_base;2925.00;14.32;1445.00;6.23;0
3;bunker;2925.00;10.53;1463.00;1.16;0
3;bunker;2927.00;15.00;1450.00;5.28;0
3;bunker;2932.00;13.78;1460.00;0.55;0
3;bunker;2926.00;16.25;1440.00;3.22;0
3;bunker;2926.00;14.18;1453.00;5.88;0
3;bunker;2935.00;15.38;1448.00;3.73;0
3;anti_air_building;2933.00;15.35;1447.00;3.83;0
3;anti_air_building;2927.00;15.07;1449.00;1.67;0
3;anti_air_building;2936.00;15.13;1447.00;4.33;0
3;synthetic_refinery;2927.00;16.05;1440.00;0.71;0
3;radar_station;2931.00;13.82;1456.00;3.73;0
3;rocket_site;2930.00;15.60;1440.00;0.11;0
3;nuclear_reactor;2927.00;14.73;1447.00;2.78;0
4;bunker;3053.00;12.60;1469.00;0.55;0
4;bunker;3052.00;14.20;1477.00;0.11;0
4;rocket_site;3052.00;13.57;1471.00;2.78;0
4;nuclear_reactor;3050.00;11.85;1483.00;0.62;0
5;arms_factory;3126.00;10.15;1595.00;1.60;0
5;arms_factory;3109.00;9.80;1601.00;5.72;0
5;arms_factory;3124.00;9.70;1610.00;0.65;0
5;arms_factory;3153.00;10.25;1620.00;4.77;0
5;arms_factory;3128.00;9.63;1619.00;0.04;0
5;arms_factory;3142.00;9.80;1602.00;4.17;0
5;industrial_complex;3154.00;9.80;1609.00;5.37;0
5;industrial_complex;3144.00;10.25;1595.00;3.21;0
5;industrial_complex;3114.00;9.70;1607.00;6.23;0
5;industrial_complex;3132.00;9.88;1591.00;1.16;0
5;industrial_complex;3103.00;9.80;1597.00;5.28;0
5;industrial_complex;3139.00;9.60;1625.00;0.55;0
5;air_base;3149.00;9.80;1618.00;3.22;0
5;naval_base;3113.00;9.55;1608.00;-2.36;2309
5;naval_base;3128.00;9.57;1624.00;-1.82;2256
5;naval_base;3121.00;9.50;1614.00;-1.77;2256
5;naval_base;3137.00;9.50;1621.00;-1.82;2256
5;naval_base;3108.00;9.57;1606.00;-3.61;2309
5;bunker;3138.00;9.70;1614.00;0.71;0
5;bunker;3148.00;9.80;1610.00;3.73;0
5;bunker;3128.00;9.80;1610.00;0.11;0
5;bunker;3111.00;9.80;1592.00;2.78;0
5;bunker;3114.00;9.70;1607.00;5.44;0
5;bunker;3144.00;9.80;1607.00;2.17;0
5;bunker;3155.00;9.88;1608.00;4.84;0
5;bunker;3122.00;9.85;1589.00;1.23;0
5;bunker;3128.00;9.90;1590.00;2.78;0
5;bunker;3122.00;9.70;1620.00;0.62;0
5;bunker;3153.00;10.43;1596.00;1.83;0
5;bunker;3135.00;10.35;1601.00;5.95;0
5;bunker;3129.00;9.85;1607.00;2.68;0
