1;2781.24;9.90;1571.49;small
1;2746.16;10.10;1548.63;small
2;2734.00;11.30;1576.00;small
2;2763.00;11.38;1612.00;small
3;2718.15;11.20;1677.80;small
3;2739.81;12.60;1645.90;small
4;2677.00;10.55;1604.00;small
4;2657.00;10.93;1577.00;small
5;2894.00;9.60;1561.00;small
5;2879.00;10.03;1529.00;small
6;2918.00;10.98;1523.00;small
6;2937.00;10.88;1544.00;small
7;2989.00;11.12;1497.00;small
7;2951.00;13.10;1483.00;small
8;2990.00;9.90;1549.00;small
8;2951.00;9.95;1587.00;small
8;3065.00;9.88;1548.00;small
8;3034.00;9.70;1585.00;small
9;3142.00;9.50;1824.00;small
9;3097.00;9.50;1782.00;small
9;3122.00;9.62;1741.00;small
10;3026.00;10.38;1661.00;small
10;3067.00;9.93;1718.00;small
10;3011.00;9.50;1709.00;small
11;2917.00;14.75;1734.00;big
11;2975.00;12.68;1807.00;big
11;2967.00;10.20;1740.00;big
12;3310.00;10.40;1927.00;big
12;3397.00;10.00;1922.00;big
12;3228.00;10.70;1924.00;big
12;3311.00;9.80;1860.00;big
13;3224.00;9.95;1834.00;big
13;3180.00;9.60;1767.00;big
13;3263.00;9.62;1783.00;big
14;3785.00;10.50;1672.00;big
14;3921.00;9.80;1669.00;big
14;3850.00;10.30;1775.00;big
15;3240.00;9.75;1427.00;small
15;3231.00;9.85;1461.00;small
15;3190.00;11.20;1412.00;small
16;2800.00;9.50;1783.00;big
16;2821.00;9.50;1650.00;big
17;3419.00;18.62;828.00;small
17;3351.00;13.18;789.00;small
17;3410.00;13.80;890.00;small
17;3431.00;12.55;753.00;small
18;2754.00;9.50;1518.00;small
18;2837.00;9.50;1555.00;small
19;2846.00;10.40;1511.00;small
19;2904.00;10.62;1479.00;small
19;2855.00;10.00;1468.00;small
20;2891.00;9.85;1412.00;small
20;2849.00;12.40;1422.00;small
20;2812.00;10.10;1393.00;small
21;3000.00;15.98;1460.00;small
21;3050.00;12.48;1466.00;small
22;3072.00;10.25;1507.00;small
22;3025.00;12.32;1511.00;small
23;3050.00;12.65;1337.00;small
23;3031.00;10.85;1276.00;small
23;3001.00;10.45;1372.00;small
24;3116.00;10.28;1347.00;small
24;3131.00;12.85;1389.00;small
25;3147.00;12.93;1329.00;small
25;3224.00;9.75;1347.00;small
25;3150.00;11.70;1287.00;small
26;3154.00;12.30;1360.00;small
26;3187.00;11.65;1369.00;small
26;3219.00;11.10;1381.00;small
27;3106.00;10.50;1487.00;small
27;3146.00;9.70;1477.00;small
27;3082.00;9.50;1453.00;small
28;3354.00;10.75;1159.00;small
28;3418.00;10.40;1241.00;small
28;3379.00;13.90;1213.00;small
29;3098.69;9.50;1268.11;big
29;3051.99;9.50;1214.29;big
30;3281.69;9.50;1378.90;big
30;3367.60;9.50;1375.13;big
31;3961.00;12.65;964.00;small
31;4044.00;10.12;936.00;small
31;3991.00;11.00;884.00;small
31;3977.00;11.12;909.00;small
31;3993.00;13.75;846.00;small
32;5031.00;9.50;1451.00;big
32;1165.00;9.50;277.00;big
33;2992.00;9.70;1630.00;small
33;2952.00;10.28;1648.00;small
34;1463.00;11.32;1086.00;big
34;1553.00;10.00;1009.00;big
34;1509.00;12.40;1020.00;big
34;1408.00;11.43;1106.00;big
35;1719.00;10.82;106.00;big
35;1708.00;13.88;287.00;big
35;1700.00;12.38;200.00;big
35;1776.00;10.73;275.00;big
35;1784.00;10.43;204.00;big
36;2024.00;11.30;1989.00;big
36;2138.00;14.23;1954.00;big
37;3162.00;10.38;1646.00;small
37;3209.00;10.40;1710.00;small
37;3187.00;9.80;1612.00;small
37;3216.00;10.45;1662.00;small
38;3093.00;10.55;1549.00;small
38;3194.00;9.80;1506.00;small
38;3099.00;9.80;1585.00;small
38;3153.00;10.45;1595.00;small
38;3150.00;10.53;1540.00;small
39;3203.00;10.38;1575.00;small
39;3247.00;10.15;1605.00;small
39;3263.00;9.80;1569.00;small
40;3670.00;10.00;1709.00;big
40;3553.00;10.05;1711.00;big
40;3653.00;10.38;1639.00;big
40;3560.00;11.28;1631.00;big
41;2782.00;12.80;1318.00;small
41;2818.00;11.28;1359.00;small
41;2767.00;12.93;1366.00;small
42;2702.00;9.50;1413.00;small
42;2735.00;9.50;1437.00;small
43;2643.00;9.50;1526.00;big
43;2610.00;9.50;1665.00;big
44;2294.00;9.50;1931.00;big
44;2414.00;9.50;1852.00;big
45;2812.84;9.50;1909.06;big
45;2624.06;9.50;1836.55;big
46;3417.00;9.50;1975.00;big
46;3655.00;9.50;1989.00;big
46;3186.00;9.50;2023.00;big
47;2588.00;9.50;1347.00;big
47;2501.00;9.50;1261.00;big
48;2658.00;9.50;1200.00;big
48;2556.00;9.50;1087.00;big
49;2430.00;9.50;1507.00;big
49;2307.00;9.50;1671.00;big
50;1867.00;9.50;1978.00;big
50;2078.00;9.50;1765.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1350.00;9.50;1255.00;big
53;1580.00;9.50;1093.00;big
53;1854.00;9.70;1091.00;big
53;1548.00;9.68;1229.00;big
53;1615.00;9.75;1194.00;big
53;1698.00;10.28;1169.00;big
54;1701.00;9.50;1492.00;big
54;1778.00;9.50;1570.00;big
55;1913.00;9.50;1575.00;big
55;1875.00;9.50;1693.00;big
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1827.00;9.50;1412.00;big
57;1811.00;9.50;1263.00;big
58;2266.00;9.50;1152.00;big
58;2355.00;9.50;1038.00;big
59;2000.00;9.50;1113.00;big
59;2087.00;9.50;952.00;big
60;3881.00;9.50;699.00;big
60;3730.00;9.50;545.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2828.00;9.50;400.00;big
62;2739.00;9.50;590.00;big
63;1607.00;9.50;53.00;big
63;1840.00;9.50;76.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2853.00;9.50;100.00;big
67;2649.00;9.50;149.00;big
68;2795.00;9.50;1263.00;big
68;2874.00;9.50;1316.00;big
69;3296.58;9.50;1215.87;big
69;3210.03;9.50;1204.04;big
70;3618.00;9.50;1344.00;small
70;3599.00;9.50;1431.00;small
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4474.00;9.50;653.00;small
72;4502.00;9.50;615.00;small
72;4467.00;9.50;694.00;small
73;4410.00;9.50;754.00;small
73;4380.00;9.50;828.00;small
73;4381.00;9.50;781.00;small
74;4117.00;9.50;288.00;big
74;4184.00;9.50;93.00;big
75;4634.00;9.50;919.00;big
75;4532.00;9.50;768.00;big
76;4725.63;9.50;1062.86;big
76;4798.91;9.50;1138.04;big
77;4725.00;9.50;1289.00;small
77;4731.67;9.50;1209.26;small
78;4879.00;9.50;937.00;big
78;4872.00;9.50;785.00;big
79;5006.00;9.50;1471.00;big
79;4908.00;9.50;1320.00;big
80;4690.00;9.50;797.00;big
80;4703.00;9.50;711.00;big
81;5096.00;9.50;419.00;big
81;5236.00;9.50;355.00;big
82;4979.35;9.50;489.30;small
82;4975.91;9.50;427.78;small
83;5421.00;9.50;360.00;big
83;5280.00;9.50;520.00;big
84;5157.02;9.50;639.61;big
84;4922.04;9.50;682.45;big
84;5211.45;9.50;722.85;big
84;5018.28;9.50;792.14;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;153.00;big
87;5062.00;9.50;1523.00;big
87;5213.00;9.50;1677.00;big
88;73.00;9.50;1759.00;big
88;5500.00;9.50;1730.00;big
88;119.00;9.50;1979.00;big
89;901.00;9.50;1366.00;small
89;829.00;9.50;1528.00;small
90;5058.00;9.50;1292.00;big
90;4942.00;9.50;1182.00;big
91;4799.00;9.50;546.00;big
91;4882.00;9.50;521.00;big
92;4665.75;9.50;394.22;big
92;4734.00;9.50;449.00;big
93;4588.00;9.50;549.00;big
93;4690.00;11.12;612.00;big
93;4795.00;9.50;641.00;big
94;5127.00;9.50;921.00;big
94;5013.00;10.55;1053.00;big
95;48.00;9.50;1185.00;big
95;5475.00;9.50;1177.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;78.00;9.50;670.00;big
97;5432.00;9.50;801.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4461.00;9.50;416.00;big
99;4485.00;9.50;132.00;big
100;3450.00;9.50;905.00;small
100;3366.00;9.50;1062.00;small
100;3576.00;9.50;856.00;small
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3457.00;9.50;353.00;small
103;3381.00;9.50;244.00;small
104;3735.00;9.50;882.00;big
104;3849.00;9.50;963.00;big
105;432.00;9.50;1007.00;big
105;272.00;9.50;1162.00;big
106;1093.00;9.50;1207.00;big
106;1308.00;9.50;1039.00;big
107;1515.00;9.50;919.00;big
107;1439.00;9.50;995.00;big
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1450.00;9.50;782.00;big
109;1507.00;9.50;643.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;266.00;9.50;103.00;big
112;5616.00;9.50;116.00;big
112;672.00;9.50;120.00;big
113;665.00;9.50;333.00;big
113;824.00;9.50;457.00;big
114;498.00;9.50;1714.00;big
114;299.00;9.50;1719.00;big
114;710.00;9.50;1671.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3539.00;14.43;1299.00;small
116;3575.00;13.32;1206.00;small
116;3609.00;12.38;1240.00;small
116;3562.00;14.98;1265.00;small
117;1793.00;9.75;1629.00;small
117;1774.00;9.80;1668.00;small
117;1840.00;9.75;1646.00;small
118;934.00;9.82;1488.00;big
118;896.00;10.28;1541.00;big
118;980.00;13.32;1439.00;big
118;986.00;15.05;1546.00;big
119;1161.00;17.50;1522.00;big
119;1075.00;13.78;1432.00;big
119;1156.00;14.78;1449.00;big
119;1079.00;15.95;1517.00;big
120;1253.00;11.50;1587.00;big
120;1293.00;10.50;1535.00;big
120;1243.00;11.18;1672.00;big
120;1360.00;11.00;1503.00;big
120;1357.00;10.10;1572.00;big
120;1340.00;11.10;1659.00;big
121;1257.00;10.20;1751.00;big
121;1336.00;11.00;1742.00;big
121;1425.00;9.50;1734.00;big
121;1521.00;11.30;1693.00;big
122;947.00;11.98;1762.00;big
122;891.00;10.73;1730.00;big
122;834.00;9.98;1762.00;big
123;1261.00;9.95;1262.00;big
123;1273.00;16.20;1180.00;big
123;1191.00;13.95;1197.00;big
124;1814.00;9.90;1010.00;big
124;1790.00;12.55;936.00;big
124;1737.00;9.80;1015.00;big
124;1700.00;14.07;1010.00;big
125;2118.00;11.53;614.00;big
125;2143.00;11.95;531.00;big
125;2053.00;11.25;506.00;big
126;3293.00;10.30;1115.00;small
126;3210.00;10.00;1151.00;small
126;3313.00;11.35;1049.00;small
126;3291.00;9.70;1154.00;small
127;2647.00;10.50;996.00;small
127;3141.00;10.35;1059.00;small
127;2775.00;10.20;978.00;small
127;2968.00;10.85;949.00;small
127;2841.00;10.20;1075.00;small
127;3245.00;10.28;1068.00;small
127;3226.00;11.43;913.00;small
127;3019.00;10.70;1092.00;small
127;3106.00;10.55;948.00;big
128;3344.00;11.55;992.00;small
128;3297.00;10.30;961.00;small
128;3322.00;11.28;859.00;small
128;3353.00;10.50;929.00;small
129;3348.00;12.25;1303.00;big
129;3270.00;13.23;1304.00;big
129;3419.00;14.15;1310.00;big
130;3389.00;9.85;1489.00;big
130;3311.00;9.80;1525.00;big
130;3308.00;9.70;1455.00;big
130;3242.00;10.25;1513.00;big
131;2932.00;15.38;1447.00;small
132;3343.00;10.50;1727.00;big
132;3335.00;10.00;1619.00;big
132;3274.00;9.80;1681.00;big
133;3420.00;9.80;1652.00;big
133;3485.00;9.85;1611.00;big
